cve_id,cwe_id,publish_date,update_date,score,severity,confidentiality_impact,integrity_impact,availability_impact,access_complexity,vulnerability_classification,project,lang,num_files_changed,file_extensions,summary
CVE-2015-0231,,2015-01-27,,7.5,High,Partial,Partial,Partial,Low,Exec Code ,php-src,C,0,[],"Use-after-free vulnerability in the process_nested_data function in ext/standard/var_unserializer.re in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5 allows remote attackers to execute arbitrary code via a crafted unserialize call that leverages improper handling of duplicate numerical keys within the serialized properties of an object.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-8142."
CVE-2015-0228,CWE-20,2015-03-07,,5.0,Medium,,,Partial,Low,DoS ,httpd,C,0,[],The lua_websocket_read function in lua_request.c in the mod_lua module in the Apache HTTP Server through 2.4.12 allows remote attackers to cause a denial of service (child-process crash) by sending a crafted WebSocket Ping frame after a Lua script has called the wsupgrade function.
CVE-2015-0206,CWE-119,2015-01-08,,5.0,Medium,,,Partial,Low,DoS Overflow ,openssl,C,10,[],"Memory leak in the dtls1_buffer_record function in d1_pkt.c in OpenSSL 1.0.0 before 1.0.0p and 1.0.1 before 1.0.1k allows remote attackers to cause a denial of service (memory consumption) by sending many duplicate records for the next epoch, leading to failure of replay detection."
CVE-2015-0205,CWE-310,2015-01-08,,5.0,Medium,,Partial,,Low,,openssl,C,10,[],"The ssl3_get_cert_verify function in s3_srvr.c in OpenSSL 1.0.0 before 1.0.0p and 1.0.1 before 1.0.1k accepts client authentication with a Diffie-Hellman (DH) certificate without requiring a CertificateVerify message, which allows remote attackers to obtain access without knowledge of a private key via crafted TLS Handshake Protocol traffic to a server that recognizes a Certification Authority with DH support."
CVE-2015-0204,CWE-310,2015-01-08,,4.3,Medium,,Partial,,Medium,,openssl,C,0,[],"The ssl3_get_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote SSL servers to conduct RSA-to-EXPORT_RSA downgrade attacks and facilitate brute-force decryption by offering a weak ephemeral RSA key in a noncompliant role, related to the *FREAK* issue.  NOTE: the scope of this CVE is only client code based on OpenSSL, not EXPORT_RSA issues associated with servers or other TLS implementations."
CVE-2014-9756,CWE-189,2015-11-19,,5.0,Medium,,,Partial,Low,DoS ,libsndfile,C,10,[],The psf_fwrite function in file_io.c in libsndfile allows attackers to cause a denial of service (divide-by-zero error and application crash) via unspecified vectors related to the headindex variable.
CVE-2014-9731,CWE-17,2015-08-31,,2.1,Low,Partial,,,Low,+Info ,linux,C,0,[],"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not ensure that space is available for storing a symlink target's name along with a trailing 0 character, which allows local users to obtain sensitive information via a crafted filesystem image, related to fs/udf/symlink.c and fs/udf/unicode.c."
CVE-2014-9730,,2015-08-31,,4.9,Medium,,,Complete,Low,DoS ,linux,C,10,[],"The udf_pc_to_char function in fs/udf/symlink.c in the Linux kernel before 3.18.2 relies on component lengths that are unused, which allows local users to cause a denial of service (system crash) via a crafted UDF filesystem image."
CVE-2014-9729,,2015-08-31,,4.9,Medium,,,Complete,Low,DoS ,linux,C,10,[],"The udf_read_inode function in fs/udf/inode.c in the Linux kernel before 3.18.2 does not ensure a certain data-structure size consistency, which allows local users to cause a denial of service (system crash) via a crafted UDF filesystem image."
CVE-2014-9728,CWE-119,2015-08-31,,4.9,Medium,,,Complete,Low,DoS Overflow ,linux,C,10,[],"The UDF filesystem implementation in the Linux kernel before 3.18.2 does not validate certain lengths, which allows local users to cause a denial of service (buffer over-read and system crash) via a crafted filesystem image, related to fs/udf/inode.c and fs/udf/symlink.c."
CVE-2014-9721,CWE-20,2015-06-03,,4.3,Medium,,Partial,,Medium,Bypass ,zeromq4-x,C++,0,[],libzmq before 4.0.6 and 4.1.x before 4.1.1 allows remote attackers to conduct downgrade attacks and bypass ZMTP v3 protocol security mechanisms via a ZMTP v2 or earlier header.
CVE-2014-9715,,2015-05-27,,4.9,Medium,,,Complete,Low,DoS ,linux,C,10,[],"include/net/netfilter/nf_conntrack_extend.h in the netfilter subsystem in the Linux kernel before 3.14.5 uses an insufficiently large data type for certain extension data, which allows local users to cause a denial of service (NULL pointer dereference and OOPS) via outbound network traffic that triggers extension loading, as demonstrated by configuring a PPTP tunnel in a NAT environment."
CVE-2014-9714,CWE-79,2015-04-13,,4.3,Medium,,Partial,,Medium,XSS ,hhvm,C++,0,[],Cross-site scripting (XSS) vulnerability in the WddxPacket::recursiveAddVar function in HHVM (aka the HipHop Virtual Machine) before 3.5.0 allows remote attackers to inject arbitrary web script or HTML via a crafted string to the wddx_serialize_value function.
CVE-2014-9710,CWE-362,2015-05-27,,6.9,Medium,Complete,Complete,Complete,Medium,+Priv Bypass ,linux,C,0,[],"The Btrfs implementation in the Linux kernel before 3.19 does not ensure that the visible xattr state is consistent with a requested replacement, which allows local users to bypass intended ACL settings and gain privileges via standard filesystem operations (1) during an xattr-replacement time window, related to a race condition, or (2) after an xattr-replacement attempt that fails because the data does not fit."
CVE-2014-9708,,2015-03-31,,5.0,Medium,,,Partial,Low,DoS ,appweb,C,0,[],"Embedthis Appweb before 4.6.6 and 5.x before 5.2.1 allows remote attackers to cause a denial of service (NULL pointer dereference) via a Range header with an empty value, as demonstrated by *Range: x=,*."
CVE-2014-9707,CWE-17,2015-03-31,,7.5,High,Partial,Partial,Partial,Low,DoS Exec Code Overflow Dir. Trav. ,goahead,C,0,[],"EmbedThis GoAhead 3.0.0 through 3.4.1 does not properly handle path segments starting with a . (dot), which allows remote attackers to conduct directory traversal attacks, cause a denial of service (heap-based buffer overflow and crash), or possibly execute arbitrary code via a crafted URI."
CVE-2014-9683,CWE-189,2015-03-03,,3.6,Low,,Partial,Partial,Low,DoS Overflow +Priv ,linux,C,10,[],Off-by-one error in the ecryptfs_decode_from_filename function in fs/ecryptfs/crypto.c in the eCryptfs subsystem in the Linux kernel before 3.18.2 allows local users to cause a denial of service (buffer overflow and system crash) or possibly gain privileges via a crafted filename.
CVE-2014-9653,CWE-20,2015-03-30,,7.5,High,Partial,Partial,Partial,Low,DoS ,file,C,10,[],"readelf.c in file before 5.22, as used in the Fileinfo component in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5, does not consider that pread calls sometimes read only a subset of the available data, which allows remote attackers to cause a denial of service (uninitialized memory access) or possibly have unspecified other impact via a crafted ELF file."
CVE-2014-9652,CWE-119,2015-03-30,,5.0,Medium,,,Partial,Low,DoS Overflow ,file,C,10,[],"The mconvert function in softmagic.c in file before 5.21, as used in the Fileinfo component in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5, does not properly handle a certain string-length field during a copy of a truncated version of a Pascal string, which might allow remote attackers to cause a denial of service (out-of-bounds memory access and application crash) via a crafted file."
CVE-2014-9644,CWE-264,2015-03-02,,2.1,Low,,Partial,,Low,,linux,C,0,[],"The Crypto API in the Linux kernel before 3.18.5 allows local users to load arbitrary kernel modules via a bind system call for an AF_ALG socket with a parenthesized module template expression in the salg_name field, as demonstrated by the vfat(aes) expression, a different vulnerability than CVE-2013-7421."
CVE-2014-9621,CWE-399,2015-01-21,,5.0,Medium,,,Partial,Low,DoS ,file,C,10,[],The ELF parser in file 5.16 through 5.21 allows remote attackers to cause a denial of service via a long string.
CVE-2014-9620,CWE-399,2015-01-21,,5.0,Medium,,,Partial,Low,DoS ,file,C,0,[],The ELF parser in file 5.08 through 5.21 allows remote attackers to cause a denial of service via a large number of notes.
CVE-2014-9584,CWE-20,2015-01-09,,2.1,Low,Partial,,,Low,+Info ,linux,C,10,[],"The parse_rock_ridge_inode_internal function in fs/isofs/rock.c in the Linux kernel before 3.18.2 does not validate a length value in the Extensions Reference (ER) System Use Field, which allows local users to obtain sensitive information from kernel memory via a crafted iso9660 image."
CVE-2014-9529,CWE-362,2015-01-09,,7.2,High,Complete,Complete,Complete,Low,DoS Mem. Corr. ,linux,C,10,[],Race condition in the key_gc_unused_keys function in security/keys/gc.c in the Linux kernel through 3.18.2 allows local users to cause a denial of service (memory corruption or panic) or possibly have unspecified other impact via keyctl commands that trigger access to a key structure member during garbage collection of a key.
CVE-2014-9496,CWE-119,2015-01-16,,10.0,,Complete,Complete,Complete,Low,Overflow ,libsndfile,C,10,[],"The sd2_parse_rsrc_fork function in sd2.c in libsndfile allows attackers to have unspecified impact via vectors related to a (1) map offset or (2) rsrc marker, which triggers an out-of-bounds read."
CVE-2014-9491,,2015-01-20,,5.0,Medium,,,Partial,Low,DoS ,illumos-gate,C,10,[],"The devzvol_readdir function in illumos does not check the return value of a strchr call, which allows remote attackers to cause a denial of service (NULL pointer dereference and panic) via unspecified vectors."
CVE-2014-9428,CWE-399,2015-01-02,,7.8,High,,,Complete,Low,DoS ,linux,C,10,[],"The batadv_frag_merge_packets function in net/batman-adv/fragmentation.c in the B.A.T.M.A.N. implementation in the Linux kernel through 3.18.1 uses an incorrect length field during a calculation of an amount of memory, which allows remote attackers to cause a denial of service (mesh-node system crash) via fragmented packets."
CVE-2014-9423,CWE-200,2015-02-19,,5.0,Medium,Partial,,,Low,+Info ,krb5,C,0,[],"The svcauth_gss_accept_sec_context function in lib/rpc/svc_auth_gss.c in MIT Kerberos 5 (aka krb5) 1.11.x through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 transmits uninitialized interposer data to clients, which allows remote attackers to obtain sensitive information from process heap memory by sniffing the network for data in a handle field."
CVE-2014-9422,CWE-284,2015-02-19,,6.1,Medium,Partial,Partial,Complete,High,Bypass ,krb5,C,10,[],"The check_rpcsec_auth function in kadmin/server/kadm_rpc_svc.c in kadmind in MIT Kerberos 5 (aka krb5) through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 allows remote authenticated users to bypass a kadmin/* authorization check and obtain administrative access by leveraging access to a two-component principal with an initial *kadmind* substring, as demonstrated by a *ka/x* principal."
CVE-2014-9421,,2015-02-19,,9.0,Critical,Complete,Complete,Complete,Low,DoS Exec Code ,krb5,C,0,[],"The auth_gssapi_unwrap_data function in lib/rpc/auth_gssapi_misc.c in MIT Kerberos 5 (aka krb5) through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 does not properly handle partial XDR deserialization, which allows remote authenticated users to cause a denial of service (use-after-free and double free, and daemon crash) or possibly execute arbitrary code via malformed XDR data, as demonstrated by data sent to kadmind."
CVE-2014-8275,CWE-310,2015-01-08,,5.0,Medium,,Partial,,Low,,openssl,C,10,[],"OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not enforce certain constraints on certificate data, which allows remote attackers to defeat a fingerprint-based certificate-blacklist protection mechanism by including crafted data within a certificate's unsigned portion, related to crypto/asn1/a_verify.c, crypto/dsa/dsa_asn1.c, crypto/ecdsa/ecs_vrf.c, and crypto/x509/x_all.c."
CVE-2014-8176,CWE-119,2015-06-12,,7.5,High,Partial,Partial,Partial,Low,DoS Overflow Mem. Corr. ,openssl,C,10,[],"The dtls1_clear_queues function in ssl/d1_lib.c in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h frees data structures without considering that application data can arrive between a ChangeCipherSpec message and a Finished message, which allows remote DTLS peers to cause a denial of service (memory corruption and application crash) or possibly have unspecified other impact via unexpected application data."
CVE-2014-8173,,2015-03-16,,7.2,High,Complete,Complete,Complete,Low,DoS ,linux,C,10,[],"The pmd_none_or_trans_huge_or_clear_bad function in include/asm-generic/pgtable.h in the Linux kernel before 3.13 on NUMA systems does not properly determine whether a Page Middle Directory (PMD) entry is a transparent huge-table entry, which allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact via a crafted MADV_WILLNEED madvise system call that leverages the absence of a page-table lock."
CVE-2014-8172,CWE-17,2015-03-16,,4.9,Medium,,,Complete,Low,DoS ,linux,C,0,[],"The filesystem implementation in the Linux kernel before 3.13 performs certain operations on lists of files with an inappropriate locking approach, which allows local users to cause a denial of service (soft lockup or system crash) via unspecified use of Asynchronous I/O (AIO) operations."
CVE-2014-8160,CWE-254,2015-03-02,,5.0,Medium,,Partial,,Low,Bypass ,linux,C,10,[],"net/netfilter/nf_conntrack_proto_generic.c in the Linux kernel before 3.18 generates incorrect conntrack entries during handling of certain iptables rule sets for the SCTP, DCCP, GRE, and UDP-Lite protocols, which allows remote attackers to bypass intended access restrictions via packets with disallowed port numbers."
CVE-2014-7822,CWE-264,2015-03-16,,7.2,High,Complete,Complete,Complete,Low,DoS ,linux,C,0,[],"The implementation of certain splice_write file operations in the Linux kernel before 3.16 does not enforce a restriction on the maximum size of a single file, which allows local users to cause a denial of service (system crash) or possibly have unspecified other impact via a crafted splice system call, as demonstrated by use of a file descriptor associated with an ext4 filesystem."
CVE-2014-5355,,2015-02-20,,5.0,Medium,,,Partial,Low,DoS ,krb5,C,0,[],"MIT Kerberos 5 (aka krb5) through 1.13.1 incorrectly expects that a krb5_read_message data field is represented as a string ending with a '0' character, which allows remote attackers to (1) cause a denial of service (NULL pointer dereference) via a zero-byte version string or (2) cause a denial of service (out-of-bounds read) by omitting the '0' character, related to appl/user_user/server.c and lib/krb5/krb/recvauth.c."
CVE-2014-5352,,2015-02-19,,9.0,Critical,Complete,Complete,Complete,Low,DoS Exec Code ,krb5,C,0,[],"The krb5_gss_process_context_token function in lib/gssapi/krb5/process_context_token.c in the libgssapi_krb5 library in MIT Kerberos 5 (aka krb5) through 1.11.5, 1.12.x through 1.12.2, and 1.13.x before 1.13.1 does not properly maintain security-context handles, which allows remote authenticated users to cause a denial of service (use-after-free and double free, and daemon crash) or possibly execute arbitrary code via crafted GSSAPI traffic, as demonstrated by traffic to kadmind."
CVE-2014-3572,CWE-310,2015-01-08,,5.0,Medium,,Partial,,Low,,openssl,C,0,[],"The ssl3_get_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote SSL servers to conduct ECDHE-to-ECDH downgrade attacks and trigger a loss of forward secrecy by omitting the ServerKeyExchange message."
CVE-2014-3571,,2015-01-08,,5.0,Medium,,,Partial,Low,DoS ,openssl,C,10,[],"OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted DTLS message that is processed with a different read operation for the handshake header than for the handshake body, related to the dtls1_get_record function in d1_pkt.c and the ssl3_read_n function in s3_pkt.c."
CVE-2014-3570,CWE-310,2015-01-08,,5.0,Medium,Partial,,,Low,,openssl,C,0,[],"The BN_sqr implementation in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k does not properly calculate the square of a BIGNUM value, which might make it easier for remote attackers to defeat cryptographic protection mechanisms via unspecified vectors, related to crypto/bn/asm/mips.pl, crypto/bn/asm/x86_64-gcc.c, and crypto/bn/bn_asm.c."
CVE-2014-3148,CWE-79,2015-08-31,,4.3,Medium,,Partial,,Medium,XSS ,okws,C++,10,[],"Cross-site scripting (XSS) vulnerability in libahttp/err.c in OkCupid OKWS (OK Web Server) allows remote attackers to inject arbitrary web script or HTML via the PATH_INFO to a non-existent page, which is not properly handled in a 404 error page."
CVE-2014-1832,,2015-02-19,,2.1,Low,,Partial,,Low,,passenger,C++,0,[],Phusion Passenger 4.0.37 allows local users to write to certain files and directories via a symlink attack on (1) control_process.pid or a (2) generation-* file.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-1831.
CVE-2014-1831,,2015-02-19,,2.1,Low,,Partial,,Low,,passenger,C++,0,[],Phusion Passenger before 4.0.37 allows local users to write to certain files and directories via a symlink attack on (1) control_process.pid or a (2) generation-* file.
CVE-2013-7446,,2015-12-28,,5.4,Medium,,Partial,Complete,Medium,DoS Bypass ,linux,C,0,[],Use-after-free vulnerability in net/unix/af_unix.c in the Linux kernel before 4.3.3 allows local users to bypass intended AF_UNIX socket permissions or cause a denial of service (panic) via crafted epoll_ctl calls.
CVE-2013-7441,CWE-399,2015-05-29,,7.8,High,,,Complete,Low,DoS ,nbd,C,10,[],The modern style negotiation in Network Block Device (nbd-server) 2.9.22 through 3.3 allows remote attackers to cause a denial of service (root process termination) by (1) closing the connection during negotiation or (2) specifying a name for a non-existent export.
CVE-2013-7421,CWE-264,2015-03-02,,2.1,Low,,Partial,,Low,,linux,C,0,[],"The Crypto API in the Linux kernel before 3.18.5 allows local users to load arbitrary kernel modules via a bind system call for an AF_ALG socket with a module name in the salg_name field, a different vulnerability than CVE-2014-9644."
CVE-2016-10088,CWE-416,2016-12-30,,6.9,Medium,Complete,Complete,Complete,Medium,DoS ,linux,C,0,[],"The sg implementation in the Linux kernel through 4.9 does not properly restrict write operations in situations where the KERNEL_DS option is set, which allows local users to read or write to arbitrary kernel memory locations or cause a denial of service (use-after-free) by leveraging access to a /dev/sg device, related to block/bsg.c and drivers/scsi/sg.c.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-9576."
CVE-2016-9919,CWE-20,2016-12-08,,7.8,High,,,Complete,Low,DoS ,linux,C,10,[],"The icmp6_send function in net/ipv6/icmp.c in the Linux kernel through 4.8.12 omits a certain check of the dst data structure, which allows remote attackers to cause a denial of service (panic) via a fragmented IPv6 packet."
CVE-2016-9888,CWE-476,2016-12-08,,4.3,Medium,,,Partial,Medium,,libgsf,C,0,[],An error within the *tar_directory_for_file()* function (gsf-infile-tar.c) in GNOME Structured File Library before 1.14.41 can be exploited to trigger a Null pointer dereference and subsequently cause a crash via a crafted TAR file.
CVE-2016-9806,CWE-415,2016-12-28,,7.2,High,Complete,Complete,Complete,Low,DoS ,linux,C,10,[],"Race condition in the netlink_dump function in net/netlink/af_netlink.c in the Linux kernel before 4.6.3 allows local users to cause a denial of service (double free) or possibly have unspecified other impact via a crafted application that makes sendmsg system calls, leading to a free operation associated with a new dump that started earlier than anticipated."
CVE-2016-9794,CWE-416,2016-12-28,,7.2,High,Complete,Complete,Complete,Low,DoS ,linux,C,10,[],Race condition in the snd_pcm_period_elapsed function in sound/core/pcm_lib.c in the ALSA subsystem in the Linux kernel before 4.7 allows local users to cause a denial of service (use-after-free) or possibly have unspecified other impact via a crafted SNDRV_PCM_TRIGGER_START command.
CVE-2016-9793,CWE-119,2016-12-28,,7.2,High,Complete,Complete,Complete,Low,DoS Overflow Mem. Corr. ,linux,C,10,[],"The sock_setsockopt function in net/core/sock.c in the Linux kernel before 4.8.14 mishandles negative values of sk_sndbuf and sk_rcvbuf, which allows local users to cause a denial of service (memory corruption and system crash) or possibly have unspecified other impact by leveraging the CAP_NET_ADMIN capability for a crafted setsockopt system call with the (1) SO_SNDBUFFORCE or (2) SO_RCVBUFFORCE option."
CVE-2016-9777,CWE-125,2016-12-28,,6.9,Medium,Complete,Complete,Complete,Medium,DoS +Priv ,linux,C,0,[],"KVM in the Linux kernel before 4.8.12, when I/O APIC is enabled, does not properly restrict the VCPU index, which allows guest OS users to gain host OS privileges or cause a denial of service (out-of-bounds array access and host OS crash) via a crafted interrupt request, related to arch/x86/kvm/ioapic.c and arch/x86/kvm/ioapic.h."
CVE-2016-9756,CWE-200,2016-12-28,,2.1,Low,Partial,,,Low,+Info ,linux,C,10,[],"arch/x86/kvm/emulate.c in the Linux kernel before 4.8.12 does not properly initialize Code Segment (CS) in certain error cases, which allows local users to obtain sensitive information from kernel stack memory via a crafted application."
CVE-2016-9755,CWE-787,2016-12-28,,4.6,Medium,Partial,Partial,Partial,Low,DoS Overflow ,linux,C,0,[],"The netfilter subsystem in the Linux kernel before 4.9 mishandles IPv6 reassembly, which allows local users to cause a denial of service (integer overflow, out-of-bounds write, and GPF) or possibly have unspecified other impact via a crafted application that makes socket, connect, and writev system calls, related to net/ipv6/netfilter/nf_conntrack_reasm.c and net/ipv6/netfilter/nf_defrag_ipv6_hooks.c."
CVE-2016-9685,CWE-400,2016-12-28,,4.9,Medium,,,Complete,Low,DoS ,linux,C,10,[],Multiple memory leaks in error paths in fs/xfs/xfs_attr_list.c in the Linux kernel before 4.5.1 allow local users to cause a denial of service (memory consumption) via crafted XFS filesystem operations.
CVE-2016-9588,CWE-388,2016-12-28,,2.1,Low,,,Partial,Low,DoS ,linux,C,10,[],"arch/x86/kvm/vmx.c in the Linux kernel through 4.9 mismanages the #BP and #OF exceptions, which allows guest OS users to cause a denial of service (guest OS crash) by declining to handle an exception thrown by an L2 guest."
CVE-2016-9576,CWE-416,2016-12-28,,7.2,High,Complete,Complete,Complete,Low,DoS ,linux,C,10,[],"The blk_rq_map_user_iov function in block/blk-map.c in the Linux kernel before 4.8.14 does not properly restrict the type of iterator, which allows local users to read or write to arbitrary kernel memory locations or cause a denial of service (use-after-free) by leveraging access to a /dev/sg device."
CVE-2016-9566,CWE-264,2016-12-15,,7.2,High,Complete,Complete,Complete,Low,+Priv ,nagioscore,C,0,[],base/logging.c in Nagios Core before 4.2.4 allows local users with access to an account in the nagios group to gain root privileges via a symlink attack on the log file.  NOTE: this can be leveraged by remote attackers using CVE-2016-9565.
CVE-2016-9555,CWE-125,2016-11-27,,10.0,,Complete,Complete,Complete,Low,DoS ,linux,C,10,[],"The sctp_sf_ootb function in net/sctp/sm_statefuns.c in the Linux kernel before 4.8.8 lacks chunk-length checking for the first chunk, which allows remote attackers to cause a denial of service (out-of-bounds slab access) or possibly have unspecified other impact via crafted SCTP data."
CVE-2016-9540,CWE-787,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],"tools/tiffcp.c in libtiff 4.0.6 has an out-of-bounds write on tiled images with odd tile width versus image width. Reported as MSVR 35103, aka *cpStripToTile heap-buffer-overflow.*"
CVE-2016-9539,CWE-125,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,,libtiff,C,0,[],tools/tiffcrop.c in libtiff 4.0.6 has an out-of-bounds read in readContigTilesIntoBuffer(). Reported as MSVR 35092.
CVE-2016-9538,CWE-190,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],tools/tiffcrop.c in libtiff 4.0.6 reads an undefined buffer in readContigStripsIntoBuffer() because of a uint16 integer overflow. Reported as MSVR 35100.
CVE-2016-9537,CWE-787,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,,libtiff,C,0,[],"tools/tiffcrop.c in libtiff 4.0.6 has out-of-bounds write vulnerabilities in buffers. Reported as MSVR 35093, MSVR 35096, and MSVR 35097."
CVE-2016-9536,CWE-787,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],"tools/tiff2pdf.c in libtiff 4.0.6 has out-of-bounds write vulnerabilities in heap allocated buffers in t2p_process_jpeg_strip(). Reported as MSVR 35098, aka *t2p_process_jpeg_strip heap-buffer-overflow.*"
CVE-2016-9535,CWE-119,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],"tif_predict.h and tif_predict.c in libtiff 4.0.6 have assertions that can lead to assertion failures in debug mode, or buffer overflows in release mode, when dealing with unusual tile size like YCbCr with subsampling. Reported as MSVR 35105, aka *Predictor heap-buffer-overflow.*"
CVE-2016-9534,CWE-119,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],"tif_write.c in libtiff 4.0.6 has an issue in the error code path of TIFFFlushData1() that didn't reset the tif_rawcc and tif_rawcp members. Reported as MSVR 35095, aka *TIFFFlushData1 heap-buffer-overflow.*"
CVE-2016-9533,CWE-787,2016-11-22,,7.5,High,Partial,Partial,Partial,Low,Overflow ,libtiff,C,0,[],"tif_pixarlog.c in libtiff 4.0.6 has out-of-bounds write vulnerabilities in heap allocated buffers. Reported as MSVR 35094, aka *PixarLog horizontalDifference heap-buffer-overflow.*"
CVE-2016-9442,CWE-119,2016-12-11,,4.3,Medium,,,Partial,Medium,Overflow Mem. Corr. ,w3m,C,10,[],An issue was discovered in the Tatsuya Kinoshita w3m fork before 0.5.3-31. w3m allows remote attackers to cause memory corruption in certain conditions via a crafted HTML page.
CVE-2016-9313,CWE-476,2016-11-27,,9.3,Critical,Complete,Complete,Complete,Medium,DoS ,linux,C,10,[],"security/keys/big_key.c in the Linux kernel before 4.8.7 mishandles unsuccessful crypto registration in conjunction with successful key-type registration, which allows local users to cause a denial of service (NULL pointer dereference and panic) or possibly have unspecified other impact via a crafted application that uses the big_key data type."
CVE-2016-9191,CWE-20,2016-11-27,,4.9,Medium,,,Complete,Low,DoS ,linux,C,10,[],"The cgroup offline implementation in the Linux kernel through 4.8.11 mishandles certain drain operations, which allows local users to cause a denial of service (system hang) by leveraging access to a container environment for executing a crafted application, as demonstrated by trinity."
CVE-2016-9178,CWE-200,2016-11-27,,2.1,Low,Partial,,,Low,+Info ,linux,C,10,[],"The __get_user_asm_ex macro in arch/x86/include/asm/uaccess.h in the Linux kernel before 4.7.5 does not initialize a certain integer variable, which allows local users to obtain sensitive information from kernel stack memory by triggering failure of a get_user_ex call."
CVE-2016-9120,CWE-416,2016-12-08,,9.3,Critical,Complete,Complete,Complete,Medium,DoS +Priv ,linux,C,10,[],Race condition in the ion_ioctl function in drivers/staging/android/ion/ion.c in the Linux kernel before 4.6 allows local users to gain privileges or cause a denial of service (use-after-free) by calling ION_IOC_FREE on two CPUs at the same time.
CVE-2016-9084,CWE-190,2016-11-27,,4.6,Medium,Partial,Partial,Partial,Low,DoS Overflow ,linux,C,0,[],"drivers/vfio/pci/vfio_pci_intrs.c in the Linux kernel through 4.8.11 misuses the kzalloc function, which allows local users to cause a denial of service (integer overflow) or have unspecified other impact by leveraging access to a vfio PCI device file."
CVE-2016-8858,CWE-399,2016-12-09,,7.8,High,,,Complete,Low,DoS ,openssh-portable,C,10,[],** DISPUTED ** The kex_input_kexinit function in kex.c in OpenSSH 6.x and 7.x through 7.3 allows remote attackers to cause a denial of service (memory consumption) by sending many duplicate KEXINIT requests.  NOTE: a third party reports that *OpenSSH upstream does not consider this as a security issue.*
CVE-2016-8740,CWE-20,2016-12-05,,5.0,Medium,,,Partial,Low,DoS ,httpd,C,0,[],"The mod_http2 module in the Apache HTTP Server 2.4.17 through 2.4.23, when the Protocols configuration includes h2 or h2c, does not restrict request-header length, which allows remote attackers to cause a denial of service (memory consumption) via crafted CONTINUATION frames in an HTTP/2 request."
CVE-2016-8666,CWE-400,2016-10-16,,7.8,High,,,Complete,Low,DoS ,linux,C,0,[],"The IP stack in the Linux kernel before 4.6 allows remote attackers to cause a denial of service (stack consumption and panic) or possibly have unspecified other impact by triggering use of the GRO path for packets with tunnel stacking, as demonstrated by interleaved IPv4 headers and GRE headers, a related issue to CVE-2016-7039."
CVE-2016-8658,CWE-119,2016-10-16,,5.6,Medium,,Partial,Complete,Low,DoS Overflow ,linux,C,10,[],Stack-based buffer overflow in the brcmf_cfg80211_start_ap function in drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c in the Linux kernel before 4.7.5 allows local users to cause a denial of service (system crash) or possibly have unspecified other impact via a long SSID Information Element in a command to a Netlink socket.
CVE-2016-8655,CWE-416,2016-12-08,,7.2,High,Complete,Complete,Complete,Low,DoS +Priv ,linux,C,10,[],"Race condition in net/packet/af_packet.c in the Linux kernel through 4.8.12 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging the CAP_NET_RAW capability to change a socket version, related to the packet_set_ring and packet_setsockopt functions."
CVE-2016-8650,CWE-20,2016-11-27,,4.9,Medium,,,Complete,Low,DoS Mem. Corr. ,linux,C,10,[],"The mpi_powm function in lib/mpi/mpi-pow.c in the Linux kernel through 4.8.11 does not ensure that memory is allocated for limb data, which allows local users to cause a denial of service (stack memory corruption and panic) via an add_key system call for an RSA key with a zero exponent."
